attrition,age,travel,department,distance,gender,job_satisf,marital,num_comp,total_exp,yrs_in comp,yrs_in_curr_role,yrs_since_prom,yrs_with_curr_mgr
No,49,Travel_Rarely,Research & Development,5,Male,3,Married,2,20,3,2,1,2
No,33,Travel_Frequently,Sales,7,Male,1,Married,0,5,4,3,0,3
No,34,Travel_Rarely,Sales,3,Male,1,Single,3,15,13,9,3,12
No,30,Travel_Rarely,Sales,16,Male,3,Married,8,4,2,1,2,2
No,49,Travel_Rarely,Research & Development,7,Male,2,Divorced,3,29,8,7,0,7
No,34,Travel_Frequently,Research & Development,15,Male,1,Divorced,7,16,14,8,6,9
Yes,28,Travel_Frequently,Sales,1,Male,3,Married,3,5,3,2,1,2
Yes,29,Travel_Frequently,Sales,13,Female,2,Single,5,7,5,3,0,0
Yes,34,Travel_Rarely,Sales,24,Female,2,Single,0,16,15,9,10,10
No,35,Travel_Rarely,Sales,7,Male,3,Married,1,1,1,0,0,0
Yes,24,Travel_Frequently,Research & Development,9,Male,1,Single,2,4,0,0,0,0
No,24,Non-Travel,Sales,13,Female,2,Married,1,1,1,0,0,0
No,30,Travel_Rarely,Human Resources,1,Male,3,Divorced,0,6,5,3,1,3
No,55,Travel_Rarely,Research & Development,4,Male,3,Married,0,4,3,2,1,2
No,33,Travel_Rarely,Research & Development,4,Female,2,Married,8,8,5,4,0,2
No,47,Travel_Rarely,Sales,14,Female,3,Married,3,11,5,4,1,2
No,28,Travel_Rarely,Research & Development,1,Male,3,Divorced,1,1,1,0,0,0
No,28,Travel_Frequently,Sales,7,Male,1,Single,0,5,4,2,1,3
No,49,Travel_Rarely,Research & Development,3,Female,1,Married,4,10,3,2,1,2
No,29,Travel_Frequently,Research & Development,2,Female,2,Married,0,4,3,2,0,2
No,32,Travel_Rarely,Research & Development,10,Male,4,Single,2,10,5,2,0,0
No,54,Travel_Frequently,Research & Development,11,Female,4,Divorced,3,26,14,9,1,12
Yes,29,Travel_Rarely,Research & Development,1,Male,1,Single,6,11,9,7,0,7
No,39,Travel_Rarely,Research & Development,6,Female,2,Single,4,9,2,0,2,2
No,46,Travel_Rarely,Sales,3,Female,2,Married,8,23,13,12,5,1
No,23,Travel_Rarely,Research & Development,20,Male,3,Single,0,5,4,3,1,2
Yes,40,Travel_Rarely,Research & Development,9,Male,1,Single,3,15,5,4,1,0
No,34,Travel_Rarely,Sales,1,Male,3,Married,1,10,10,9,8,6
Yes,31,Travel_Frequently,Research & Development,3,Female,3,Single,1,7,7,2,7,7
No,34,Travel_Rarely,Sales,7,Male,3,Married,0,12,11,10,5,7
No,42,Travel_Rarely,Research & Development,2,Male,2,Married,4,4,1,0,0,0
No,37,Travel_Rarely,Research & Development,13,Male,4,Married,1,10,10,8,3,7
No,29,Travel_Rarely,Research & Development,8,Female,1,Married,3,9,7,7,0,7
No,33,Travel_Rarely,Research & Development,25,Male,2,Single,1,5,5,3,0,2
No,42,Travel_Frequently,Research & Development,2,Male,4,Married,2,24,20,8,13,9
No,40,Travel_Rarely,Sales,9,Male,1,Married,0,9,8,4,7,1
No,45,Travel_Rarely,Research & Development,1,Male,2,Divorced,1,10,10,8,7,7
No,35,Travel_Rarely,Sales,28,Female,3,Married,0,6,5,3,4,2
No,36,Travel_Rarely,Sales,2,Male,4,Single,3,7,3,2,1,2
No,33,Travel_Rarely,Sales,8,Male,1,Married,2,8,2,2,2,2
Yes,30,Travel_Rarely,Sales,1,Male,1,Married,1,10,10,8,6,7
No,38,Travel_Frequently,Human Resources,10,Male,3,Married,3,10,6,3,1,2
No,35,Travel_Rarely,Research & Development,1,Male,1,Single,1,3,3,0,1,2
No,30,Travel_Rarely,Sales,29,Male,2,Married,3,9,4,2,1,3
Yes,35,Travel_Rarely,Research & Development,2,Female,1,Divorced,1,1,1,0,0,0
Yes,53,Travel_Rarely,Research & Development,2,Female,4,Married,0,34,33,7,1,9
Yes,38,Travel_Rarely,Research & Development,2,Male,2,Married,4,7,5,2,1,4
No,32,Non-Travel,Research & Development,1,Male,1,Married,4,9,6,5,1,2
No,48,Travel_Rarely,Research & Development,15,Female,1,Married,8,10,8,2,7,6
No,34,Travel_Rarely,Research & Development,7,Male,4,Single,1,1,1,0,0,0
No,55,Travel_Rarely,Sales,26,Male,4,Married,1,36,36,6,2,13
No,34,Travel_Rarely,Research & Development,1,Male,4,Married,9,9,2,2,2,1
No,38,Travel_Rarely,Sales,14,Male,2,Married,0,10,9,8,7,7
No,38,Travel_Rarely,Sales,16,Female,2,Single,2,8,3,2,1,2
No,29,Travel_Rarely,Research & Development,3,Male,1,Single,1,10,10,9,1,5
No,35,Travel_Rarely,Research & Development,10,Female,3,Single,3,10,5,2,0,4
No,50,Travel_Rarely,Sales,9,Male,3,Married,4,27,1,0,0,0
No,36,Travel_Frequently,Research & Development,6,Male,1,Married,3,9,3,2,0,2
No,42,Travel_Rarely,Research & Development,9,Male,4,Single,8,24,1,0,0,1
No,35,Travel_Rarely,Research & Development,28,Male,3,Married,1,10,10,9,6,8
No,34,Travel_Frequently,Research & Development,10,Male,3,Married,1,8,8,2,7,7
No,40,Travel_Rarely,Sales,14,Female,1,Married,1,5,5,4,1,2
No,43,Travel_Rarely,Research & Development,27,Male,2,Divorced,5,8,6,4,0,2
No,35,Travel_Rarely,Research & Development,7,Male,4,Married,1,1,1,0,0,1
No,46,Travel_Rarely,Sales,1,Male,1,Single,1,27,26,0,0,12
Yes,28,Travel_Rarely,Research & Development,24,Male,2,Married,1,1,1,1,0,0
No,50,Travel_Frequently,Research & Development,20,Male,3,Married,2,32,30,8,12,13
No,32,Travel_Rarely,Research & Development,5,Female,4,Married,3,6,3,2,0,2
No,30,Travel_Rarely,Research & Development,7,Male,2,Married,1,6,6,4,1,1
No,45,Non-Travel,Sales,26,Male,1,Married,1,10,10,7,4,5
No,34,Travel_Frequently,Research & Development,10,Male,4,Divorced,1,9,9,7,7,2
No,49,Travel_Rarely,Research & Development,25,Female,1,Married,1,10,9,6,1,4
No,39,Travel_Rarely,Research & Development,10,Male,1,Married,2,10,7,7,7,7
No,27,Travel_Rarely,Research & Development,19,Male,1,Divorced,1,7,7,7,0,7
No,35,Travel_Rarely,Research & Development,18,Male,1,Married,1,16,16,15,1,10
No,28,Travel_Rarely,Research & Development,27,Female,1,Divorced,0,6,5,3,0,0
No,21,Travel_Rarely,Research & Development,5,Male,4,Single,1,3,2,2,2,2
Yes,18,Travel_Frequently,Sales,3,Female,4,Single,1,0,0,0,0,0
No,39,Travel_Rarely,Research & Development,3,Male,3,Divorced,0,11,10,8,0,7
No,35,Non-Travel,Research & Development,8,Female,3,Married,1,15,14,11,2,9
No,39,Travel_Frequently,Research & Development,4,Female,3,Single,0,10,9,2,3,8
No,38,Travel_Rarely,Research & Development,2,Female,3,Married,3,10,5,4,0,2
No,37,Travel_Rarely,Research & Development,10,Female,2,Married,1,8,8,4,7,7
No,40,Travel_Rarely,Research & Development,16,Female,4,Single,6,18,4,2,3,3
No,44,Travel_Frequently,Human Resources,1,Male,4,Married,4,14,10,7,0,2
No,48,Travel_Frequently,Research & Development,4,Male,4,Married,2,23,2,2,2,2
Yes,35,Travel_Rarely,Sales,15,Male,4,Divorced,6,7,2,2,2,2
No,24,Travel_Frequently,Research & Development,2,Female,4,Single,1,6,6,3,1,3
Yes,40,Travel_Rarely,Research & Development,7,Male,1,Single,3,10,4,2,0,3
No,29,Travel_Rarely,Sales,10,Male,3,Single,9,8,5,2,1,4
No,36,Travel_Rarely,Research & Development,5,Female,1,Married,4,9,3,2,0,2
No,49,Travel_Rarely,Research & Development,22,Female,2,Married,3,27,4,2,1,2
No,50,Travel_Rarely,Research & Development,17,Female,1,Divorced,5,19,14,11,1,11
No,34,Travel_Rarely,Research & Development,3,Female,2,Divorced,1,11,11,8,7,9
No,49,Travel_Rarely,Research & Development,6,Female,3,Married,2,30,15,11,2,12
No,36,Non-Travel,Research & Development,1,Female,3,Married,0,4,3,2,1,2
Yes,35,Travel_Frequently,Sales,12,Male,4,Single,3,13,11,9,6,7
No,33,Travel_Rarely,Sales,2,Male,4,Divorced,1,6,6,2,0,4
No,32,Travel_Rarely,Research & Development,2,Male,2,Divorced,0,10,9,5,1,6
No,49,Travel_Rarely,Research & Development,16,Female,1,Divorced,4,17,2,2,2,2
No,38,Travel_Frequently,Research & Development,2,Female,2,Single,1,4,4,3,3,3
No,47,Travel_Rarely,Sales,2,Female,2,Divorced,6,29,3,2,1,2
No,41,Travel_Rarely,Sales,23,Male,3,Single,3,21,2,0,0,2
No,33,Non-Travel,Sales,16,Female,4,Divorced,1,7,6,5,1,2
No,36,Travel_Rarely,Research & Development,26,Male,3,Married,6,10,3,2,0,2
No,44,Travel_Rarely,Human Resources,1,Female,4,Divorced,4,8,2,2,2,2
Yes,23,Travel_Rarely,Research & Development,8,Male,3,Single,1,5,5,4,1,2
No,38,Travel_Rarely,Research & Development,4,Female,3,Married,7,7,0,0,0,0
Yes,48,Travel_Frequently,Sales,7,Female,3,Married,2,19,9,7,7,7
Yes,32,Travel_Rarely,Research & Development,2,Male,2,Single,1,1,1,0,0,0
No,55,Travel_Rarely,Research & Development,22,Male,2,Divorced,5,8,4,2,1,2
No,34,Travel_Rarely,Research & Development,5,Male,4,Married,1,15,15,10,4,13
No,60,Travel_Rarely,Research & Development,1,Male,4,Divorced,3,19,1,0,0,0
No,33,Travel_Rarely,Research & Development,21,Male,2,Married,1,14,14,11,2,13
No,37,Travel_Frequently,Sales,1,Male,4,Divorced,1,6,6,3,1,3
No,34,Travel_Rarely,Research & Development,19,Female,4,Married,1,10,10,9,8,7
No,44,Travel_Rarely,Research & Development,2,Female,4,Married,1,9,8,7,6,7
No,35,Travel_Frequently,Research & Development,2,Male,4,Single,0,6,5,4,1,4
No,43,Travel_Rarely,Sales,2,Male,4,Married,1,10,10,9,8,8
No,41,Travel_Rarely,Sales,6,Male,3,Single,1,10,10,8,8,7
No,36,Travel_Rarely,Sales,2,Female,4,Single,3,17,13,7,6,7
Yes,24,Travel_Rarely,Human Resources,22,Male,3,Married,1,1,1,0,0,0
Yes,47,Travel_Frequently,Sales,9,Male,3,Married,7,25,23,5,14,10
No,26,Travel_Rarely,Research & Development,17,Male,3,Married,1,3,3,2,0,2
No,41,Non-Travel,Human Resources,4,Male,2,Married,6,10,3,2,1,2
No,24,Travel_Rarely,Research & Development,29,Male,1,Divorced,1,6,6,2,1,2
No,30,Travel_Rarely,Research & Development,16,Male,4,Married,1,10,10,0,0,8
No,47,Non-Travel,Sales,2,Male,2,Married,7,4,1,0,0,0
No,46,Travel_Rarely,Sales,2,Male,4,Divorced,4,13,10,6,0,3
Yes,32,Travel_Rarely,Sales,1,Male,2,Single,6,10,0,0,0,0
No,23,Travel_Rarely,Research & Development,4,Female,2,Single,1,3,3,2,1,2
No,31,Travel_Frequently,Research & Development,24,Female,4,Single,2,9,5,4,1,4
No,39,Non-Travel,Research & Development,1,Male,4,Married,1,9,9,8,5,8
No,32,Travel_Rarely,Sales,19,Male,3,Married,3,10,4,3,0,2
No,40,Travel_Rarely,Sales,7,Male,2,Single,1,21,21,8,12,8
No,45,Travel_Rarely,Human Resources,4,Female,3,Married,4,9,5,0,0,3
No,30,Travel_Frequently,Research & Development,2,Female,1,Single,0,10,9,7,0,7
Yes,30,Travel_Frequently,Human Resources,8,Female,4,Divorced,6,6,4,2,1,2
Yes,29,Travel_Rarely,Sales,9,Female,2,Single,1,2,2,2,2,2
No,29,Travel_Frequently,Research & Development,1,Male,3,Single,8,10,3,2,0,2
Yes,33,Travel_Rarely,Sales,16,Female,1,Single,2,11,0,0,0,0
No,38,Travel_Frequently,Research & Development,2,Female,2,Married,4,9,6,1,0,5
Yes,31,Travel_Rarely,Sales,16,Male,3,Married,2,10,1,0,0,0
No,29,Travel_Rarely,Research & Development,4,Female,1,Divorced,1,1,1,0,0,0
No,32,Non-Travel,Research & Development,5,Male,2,Single,2,12,7,7,0,7
No,38,Travel_Rarely,Research & Development,18,Male,4,Married,3,15,1,0,1,0
Yes,43,Travel_Frequently,Research & Development,17,Male,3,Married,9,6,1,0,0,0
No,55,Travel_Rarely,Research & Development,2,Male,1,Married,8,34,1,0,0,0
No,33,Non-Travel,Research & Development,4,Male,2,Divorced,5,11,9,8,1,7
No,41,Travel_Rarely,Research & Development,9,Male,1,Divorced,1,5,5,3,0,4
No,53,Non-Travel,Research & Development,1,Female,3,Married,4,27,3,2,0,2
No,34,Travel_Rarely,Sales,3,Female,4,Single,5,6,2,2,2,2
Yes,21,Travel_Rarely,Sales,7,Male,2,Single,1,1,1,0,1,0
No,38,Travel_Rarely,Research & Development,6,Female,3,Married,1,5,5,4,0,4
Yes,22,Travel_Rarely,Research & Development,8,Female,1,Married,1,1,1,0,0,0
No,31,Travel_Rarely,Sales,29,Female,4,Married,1,13,12,7,5,7
No,51,Travel_Rarely,Research & Development,3,Female,3,Married,2,15,2,2,2,2
No,36,Travel_Rarely,Research & Development,10,Male,1,Married,7,15,12,8,5,7
Yes,44,Travel_Frequently,Research & Development,1,Male,2,Divorced,1,6,5,3,2,3
No,37,Travel_Rarely,Human Resources,8,Male,2,Divorced,2,19,10,0,4,7
Yes,35,Travel_Rarely,Sales,27,Male,4,Single,1,10,10,7,7,7
No,33,Travel_Rarely,Research & Development,8,Male,1,Married,6,14,10,8,7,6
No,28,Travel_Rarely,Research & Development,1,Male,4,Married,1,5,5,3,0,3
No,39,Travel_Rarely,Research & Development,10,Male,3,Single,7,9,4,3,2,2
No,40,Travel_Rarely,Research & Development,2,Female,1,Married,4,7,4,3,0,2
No,42,Travel_Rarely,Research & Development,13,Male,1,Married,5,10,0,0,0,0
No,38,Non-Travel,Human Resources,2,Male,2,Divorced,5,13,11,10,3,8
Yes,34,Travel_Frequently,Research & Development,9,Male,1,Married,4,11,7,1,0,7
Yes,37,Travel_Rarely,Research & Development,10,Male,1,Single,1,10,10,3,0,8
No,39,Travel_Frequently,Sales,20,Male,4,Divorced,2,7,2,1,2,2
No,41,Travel_Rarely,Research & Development,5,Male,2,Single,3,11,3,2,1,2
No,30,Travel_Rarely,Research & Development,10,Female,3,Single,9,9,7,7,0,2
No,58,Non-Travel,Sales,2,Male,2,Divorced,4,37,16,9,14,14
No,35,Travel_Rarely,Research & Development,23,Male,3,Married,0,6,5,4,0,3
No,47,Travel_Rarely,Research & Development,4,Female,2,Divorced,8,28,22,11,14,10
No,40,Travel_Rarely,Research & Development,12,Female,1,Divorced,2,15,7,4,7,7
No,54,Travel_Rarely,Research & Development,7,Female,4,Married,4,14,7,1,1,7
No,31,Travel_Frequently,Sales,7,Female,1,Married,2,9,3,2,2,2
No,28,Travel_Rarely,Research & Development,1,Female,1,Married,1,3,3,2,1,2
No,38,Travel_Rarely,Sales,2,Female,4,Married,2,20,4,2,0,3
No,26,Travel_Rarely,Sales,10,Male,4,Single,1,5,5,3,1,2
No,58,Travel_Frequently,Research & Development,15,Male,3,Married,2,23,2,2,2,2
No,18,Non-Travel,Research & Development,14,Female,3,Single,1,0,0,0,0,0
Yes,31,Travel_Rarely,Human Resources,18,Male,1,Married,0,2,1,0,0,0
No,36,Travel_Rarely,Research & Development,2,Female,2,Married,4,15,1,0,0,0
No,43,Travel_Frequently,Sales,2,Male,4,Married,1,7,7,7,7,7
No,27,Travel_Frequently,Research & Development,5,Female,4,Single,0,6,5,4,0,2
No,29,Travel_Frequently,Research & Development,20,Male,4,Married,1,11,11,8,3,10
No,32,Travel_Frequently,Sales,10,Male,4,Single,8,4,0,0,0,0
No,42,Non-Travel,Research & Development,10,Male,3,Married,3,10,6,3,3,3
No,47,Travel_Rarely,Research & Development,9,Female,3,Single,4,7,2,2,2,0
No,28,Non-Travel,Human Resources,1,Male,4,Divorced,1,3,3,2,2,2
No,42,Travel_Rarely,Research & Development,8,Male,3,Single,4,8,0,0,0,0
Yes,32,Travel_Rarely,Sales,2,Male,2,Single,7,7,2,2,2,2
No,29,Travel_Rarely,Human Resources,6,Male,2,Married,1,1,1,0,0,0
Yes,29,Travel_Frequently,Research & Development,24,Male,4,Single,1,1,1,0,1,0
No,39,Travel_Rarely,Research & Development,19,Male,4,Divorced,8,7,2,2,2,2
No,55,Travel_Rarely,Research & Development,2,Male,4,Married,8,19,5,2,0,4
No,28,Travel_Rarely,Sales,3,Female,2,Married,1,1,1,0,0,0
Yes,22,Travel_Rarely,Research & Development,7,Male,2,Single,1,1,1,0,0,0
No,36,Travel_Rarely,Sales,10,Female,3,Married,1,10,10,9,1,7
No,31,Travel_Rarely,Research & Development,20,Male,3,Divorced,1,10,10,8,0,2
No,34,Travel_Rarely,Sales,4,Male,4,Married,2,9,5,3,1,0
No,29,Travel_Rarely,Research & Development,7,Male,1,Single,3,11,3,2,1,2
No,35,Travel_Rarely,Research & Development,16,Female,2,Married,0,4,3,2,0,2
No,45,Travel_Rarely,Research & Development,25,Female,4,Married,0,10,9,8,3,8
No,36,Travel_Frequently,Human Resources,2,Male,4,Single,1,10,10,1,0,8
No,26,Travel_Rarely,Research & Development,1,Female,3,Married,1,1,1,0,1,0
No,27,Travel_Rarely,Sales,2,Female,3,Single,0,9,8,7,0,7
No,48,Travel_Frequently,Research & Development,22,Female,4,Divorced,3,24,22,17,4,7
Yes,34,Non-Travel,Research & Development,16,Male,1,Married,1,5,5,2,3,0
No,41,Travel_Rarely,Sales,8,Female,2,Married,5,14,5,4,1,4
No,31,Travel_Rarely,Sales,10,Female,4,Divorced,2,8,5,2,1,4
No,34,Travel_Rarely,Sales,3,Female,4,Married,3,9,4,2,0,1
No,31,Travel_Rarely,Research & Development,4,Female,3,Divorced,8,4,2,2,2,2
No,26,Travel_Frequently,Research & Development,6,Male,4,Married,0,8,7,7,7,7
No,45,Travel_Frequently,Research & Development,1,Male,3,Single,4,12,4,2,0,3
No,39,Non-Travel,Sales,21,Female,3,Married,6,10,3,2,1,2
No,34,Travel_Frequently,Research & Development,22,Male,4,Married,1,16,15,10,6,11
Yes,28,Travel_Rarely,Sales,13,Female,3,Single,3,6,2,0,2,2
No,47,Non-Travel,Research & Development,14,Male,2,Married,8,16,8,7,1,7
No,56,Travel_Rarely,Sales,11,Female,1,Married,4,6,0,0,0,0
No,39,Travel_Rarely,Research & Development,9,Male,1,Married,1,10,10,0,7,9
No,58,Travel_Rarely,Sales,21,Female,4,Married,4,29,1,0,0,0
Yes,32,Travel_Frequently,Research & Development,5,Female,3,Single,3,8,4,1,0,3
No,49,Travel_Frequently,Research & Development,2,Male,4,Married,3,28,5,4,4,3
Yes,27,Travel_Frequently,Human Resources,22,Female,2,Married,1,1,1,0,0,0
No,28,Non-Travel,Research & Development,16,Male,3,Single,1,5,5,3,1,4
No,31,Non-Travel,Research & Development,3,Male,1,Divorced,1,4,4,2,2,3
No,36,Non-Travel,Research & Development,9,Male,2,Married,1,5,5,4,0,2
No,34,Travel_Rarely,Sales,1,Male,4,Single,1,14,14,8,2,1
No,34,Travel_Rarely,Sales,13,Male,3,Divorced,1,9,8,7,1,1
No,29,Travel_Rarely,Research & Development,1,Male,1,Married,0,6,5,3,0,2
No,32,Non-Travel,Research & Development,15,Female,4,Divorced,5,9,5,1,1,2
No,31,Travel_Frequently,Research & Development,1,Male,1,Married,1,10,10,8,8,7
No,38,Travel_Rarely,Sales,1,Male,1,Single,4,20,1,0,0,0
No,35,Travel_Rarely,Sales,7,Female,4,Married,1,10,10,8,0,9
No,27,Travel_Rarely,Sales,9,Male,4,Single,1,7,7,7,0,7
No,32,Travel_Rarely,Research & Development,5,Male,4,Single,8,8,1,0,0,0
No,54,Travel_Rarely,Research & Development,9,Female,3,Married,3,9,4,3,2,3
No,33,Travel_Frequently,Research & Development,7,Male,3,Divorced,1,9,9,7,2,8
No,38,Travel_Frequently,Human Resources,1,Male,2,Married,0,7,6,2,1,2
No,55,Travel_Rarely,Human Resources,26,Male,2,Married,4,35,10,9,1,4
No,31,Travel_Rarely,Research & Development,2,Female,4,Divorced,1,1,1,0,0,0
No,39,Travel_Rarely,Sales,15,Male,1,Single,0,21,20,8,11,10
No,42,Non-Travel,Research & Development,23,Male,3,Single,1,20,20,9,3,7
No,24,Travel_Rarely,Research & Development,1,Male,3,Single,1,4,4,3,1,2
No,23,Travel_Rarely,Research & Development,12,Male,4,Single,1,5,5,2,1,4
No,40,Travel_Frequently,Research & Development,11,Female,3,Married,1,10,10,9,9,4
No,40,Travel_Rarely,Sales,2,Female,2,Married,3,15,11,8,5,10
No,25,Travel_Rarely,Human Resources,2,Female,2,Married,4,6,2,0,1,2
No,30,Travel_Rarely,Research & Development,1,Male,2,Married,1,12,12,8,1,7
No,25,Travel_Rarely,Research & Development,2,Male,3,Divorced,6,7,2,2,0,2
No,47,Travel_Rarely,Research & Development,25,Male,3,Single,2,25,17,14,12,11
No,33,Non-Travel,Research & Development,1,Male,3,Divorced,1,1,1,1,0,0
No,38,Travel_Rarely,Sales,1,Male,2,Married,0,16,15,13,5,8
No,31,Travel_Rarely,Sales,2,Male,3,Married,0,3,2,2,1,2
No,41,Travel_Rarely,Research & Development,1,Male,4,Married,3,12,5,3,1,0
No,35,Travel_Rarely,Research & Development,11,Male,3,Married,7,5,2,2,2,2
No,22,Travel_Rarely,Research & Development,1,Male,3,Single,0,4,3,2,1,2
No,35,Travel_Rarely,Research & Development,9,Male,3,Single,1,10,10,7,0,8
No,33,Travel_Rarely,Research & Development,15,Female,4,Married,0,10,9,7,8,1
No,40,Travel_Rarely,Research & Development,1,Male,4,Married,8,8,1,0,0,0
No,32,Travel_Rarely,Sales,1,Male,2,Married,0,3,2,2,2,2
No,39,Travel_Rarely,Research & Development,24,Male,4,Single,7,18,7,7,1,7
No,38,Travel_Rarely,Research & Development,10,Female,3,Married,3,20,18,16,1,11
No,32,Travel_Rarely,Sales,1,Female,4,Married,1,14,14,10,5,7
No,37,Travel_Rarely,Research & Development,10,Female,4,Married,1,16,16,11,6,8
No,25,Travel_Rarely,Sales,8,Female,3,Divorced,0,6,5,3,0,4
No,52,Non-Travel,Sales,29,Male,4,Divorced,2,16,9,8,0,0
No,44,Travel_Rarely,Research & Development,1,Male,4,Single,6,6,4,3,1,2
Yes,23,Travel_Frequently,Sales,9,Male,1,Married,1,1,1,0,1,0
No,36,Travel_Rarely,Sales,3,Female,4,Married,0,10,9,7,3,4
No,36,Travel_Frequently,Research & Development,4,Female,2,Divorced,7,18,4,2,0,2
No,56,Non-Travel,Research & Development,1,Male,3,Divorced,1,13,13,12,1,9
Yes,29,Travel_Rarely,Research & Development,1,Male,4,Married,9,4,2,2,2,2
No,42,Travel_Rarely,Research & Development,2,Male,3,Married,5,24,22,6,4,14
No,34,Travel_Rarely,Sales,28,Female,3,Married,1,8,8,7,1,7
No,41,Travel_Rarely,Sales,3,Male,2,Divorced,2,14,5,4,0,4
No,32,Travel_Rarely,Research & Development,2,Male,1,Single,1,4,4,2,1,2
No,35,Travel_Rarely,Human Resources,26,Female,4,Single,1,9,9,0,1,7
No,36,Travel_Rarely,Sales,11,Female,4,Married,4,8,6,3,0,0
No,45,Travel_Rarely,Sales,20,Female,3,Single,8,8,5,3,0,1
No,40,Travel_Rarely,Research & Development,2,Male,3,Single,2,8,2,2,2,2
No,35,Travel_Frequently,Research & Development,18,Male,3,Married,1,10,10,2,0,2
No,40,Travel_Rarely,Research & Development,2,Female,3,Married,2,20,5,3,0,2
No,35,Travel_Rarely,Research & Development,1,Female,4,Married,1,4,4,3,1,1
No,29,Travel_Rarely,Research & Development,13,Male,2,Married,4,10,4,3,0,3
No,29,Travel_Rarely,Research & Development,28,Female,1,Single,1,5,5,4,0,4
Yes,50,Travel_Rarely,Sales,28,Male,1,Divorced,4,20,3,2,2,0
No,39,Travel_Rarely,Sales,24,Female,4,Married,0,21,20,9,9,6
No,36,Travel_Frequently,Research & Development,23,Male,4,Married,4,17,5,2,0,3
No,39,Travel_Rarely,Research & Development,6,Male,1,Married,4,9,7,7,1,7
No,27,Travel_Rarely,Research & Development,4,Male,2,Married,1,6,6,2,0,3
No,49,Travel_Frequently,Sales,2,Male,2,Married,2,17,9,6,0,8
No,34,Travel_Rarely,Research & Development,8,Male,3,Married,2,6,4,3,1,2
Yes,37,Travel_Rarely,Research & Development,2,Male,3,Single,6,7,0,0,0,0
No,59,Travel_Rarely,Research & Development,3,Female,1,Married,4,12,1,0,0,0
No,38,Travel_Frequently,Research & Development,23,Male,3,Single,0,10,9,7,1,8
No,29,Travel_Rarely,Research & Development,15,Female,3,Single,0,10,9,5,0,8
No,29,Travel_Rarely,Research & Development,21,Female,1,Divorced,1,10,10,9,8,8
No,53,Travel_Rarely,Sales,2,Female,4,Married,2,31,25,8,3,7
